100;136
100;137
100;138
100;139
100;140
100;141
100;142
100;143
100;144
100;145
100;146
100;147
100;148
100;149
100;150
100;151
101;12929
102;7522
103;536
103;537
103;538
103;539
103;540
103;541
103;542
103;543
103;544
103;545
103;546
103;547
104;9879
104;9880
104;9881
104;9882
104;9883
104;9884
104;9885
104;9886
104;9887
104;9888
104;9889
104;9890
104;9891
104;9892
104;9893
104;9894
105;10771
105;10772
105;10773
105;10774
106;10355
106;10356
106;10365
106;10359
106;10363
106;10357
106;10366
106;10358
106;10364
106;10361
106;10362
106;10361
106;10358
106;10355
106;10360
106;10358
106;10355
106;10361
107;11175
108;193
108;195
108;196
108;194
109;10367
109;10368
109;10369
109;10370
110;11161
111;1547
112;498
113;14115
114;2213
114;12646
114;2213
114;12647
114;2213
114;12647
114;2213
114;12656
114;2213
114;12656
114;2213
114;12647
114;2213
114;12647
114;2213
114;12646
114;2213
114;2213
114;2213
114;2213
114;2213
114;2213
114;2213
114;2213
115;2214
116;299
117;299
118;299
119;298
120;2955
121;6089
122;21835
123;31
124;13764
125;11161
125;737
125;11161
125;972
125;11161
125;973
126;11166
127;520
128;21815
129;21815
130;2616
130;2617
130;2618
130;2619
130;2620
130;2621
130;2622
130;2622
131;10792
131;10793
132;1862
132;1815
132;1816
133;11166
134;1278
134;490
135;11175
136;4
137;39
138;4
139;21713
139;21714
140;1268
141;20937
142;6086
143;5953
144;2998
145;9585
146;107
146;647
146;109
147;110
147;111
147;112
148;113
148;116
148;339
149;340
149;341
149;342
150;80
150;81
150;82
151;83
151;84
151;86
152;87
152;90
152;91
153;92
153;93
153;94
154;95
154;96
154;97
155;98
155;99
155;100
156;101
156;102
156;103
157;104
157;105
157;106
158;641
158;642
158;643
159;644
159;644
159;644
160;645
160;645
160;645
161;646
161;646
161;646
162;344
163;345
164;346
165;347
166;348
167;349
169;515
170;14115
171;2670
171;2671
172;2481
173;2482
174;2482
175;2482
176;2482
177;2482
178;2482
179;2482
180;343
181;351
181;350
181;351
181;350
181;351
181;351
181;351
181;351
181;350
181;351
181;350
181;351
181;351
181;351
181;351
181;351
181;350
181;350
181;350
181;351
181;351
181;351
181;351
181;351
182;352
182;353
183;354
183;355
184;356
184;357
185;358
185;359
186;360
186;361
187;362
187;512
188;615
188;616
189;617
189;618
190;619
191;620
192;621
192;622
193;513
193;612
193;613
193;614
193;623
193;513
193;513
193;513
193;513
193;513
193;513
193;513
193;513
193;513
193;513
193;513
194;10214
194;10215
194;10216
194;10217
194;10218
194;10219
194;10220
194;10221
194;10222
194;10223
194;10224
194;10225
195;624
195;624
195;624
195;624
195;624
195;624
195;625
195;626
195;627
195;628
195;624
195;624
195;624
195;624
195;624
195;624
196;629
196;629
196;629
196;629
196;629
196;630
197;631
198;632
199;633
199;634
200;635
200;636
201;637
201;638
202;639
202;640
203;32
203;34
204;33
204;35
205;76
205;77
206;78
206;79
207;38
207;36
208;43
208;48
209;649
209;650
210;108
210;648
211;343
212;651
212;652
213;22100
213;22099
214;655
214;656
215;22101
215;22102
216;660
216;659
217;22104
217;22103
218;663
218;664
219;22106
219;22105
220;1910
220;1910
220;1911
220;1911
221;1912
221;1912
221;1913
221;1913
222;1914
222;1914
222;1915
222;1915
223;1916
223;1916
223;1947
223;1947
224;1948
224;1948
224;1949
224;1949
225;1950
225;1950
225;1951
225;1951
226;1953
226;1953
226;1952
226;1952
227;2403
228;2403
229;12613
230;2486
230;7113
230;2485
230;7090
231;4790
231;4791
231;4792
231;4793
231;4794
231;4795
231;4796
231;4797
231;4798
231;4799
231;4800
231;4801
231;4802
231;4803
231;4804
231;4805
232;8991
232;8992
232;8993
233;351
233;351
233;351
233;350
234;343
235;13632
236;21698
237;21619
238;21620
239;21621
240;21272
240;21273
240;21274
241;21275
241;21276
241;21277
242;21278
242;21279
242;21280
243;21281
243;21282
243;21283
244;21284
244;21286
244;21285
245;21287
245;21288
245;21289
246;21290
246;21292
246;21291
247;21293
247;21295
247;21294
248;21296
249;21298
249;21300
249;21299
250;21301
250;21302
250;21303
251;21298
251;21305
251;21304
252;21301
252;21306
252;21307
253;21308
254;21309
255;21310
256;21311
257;21312
258;21313
259;21314
260;21315
261;21316
262;21317
263;21319
264;21318
265;21272
265;21276
265;21273
265;21274
265;21275
265;21277
265;21320
266;21826
267;21278
267;21282
267;21279
267;21280
267;21281
267;21283
267;21321
268;21827
269;21686
270;21687
271;21686
272;21687
273;21688
274;21689
275;21690
276;21691
277;21691
278;21692
279;21693
280;118
280;119
280;120
280;121
280;122
280;123
280;124
280;125
280;126
281;21694
282;21695
283;21696
284;21697
285;21825
286;21710
287;21710
288;21711
289;21712
290;21717
290;23598
290;21715
290;23600
291;24845
291;24847
291;24849
291;24851
292;21727
292;21728
292;21729
292;21730
293;6592
293;6564
293;6593
293;6564
293;6705
293;6564
293;6709
293;6564
294;6592
294;6563
294;6593
294;6563
294;6705
294;6563
294;6709
294;6563
295;21731
295;21732
295;21733
295;21734
296;9757
296;9758
297;9759
297;21901
298;21735
298;21736
299;21737
299;21738
300;21739
300;21740
301;21741
301;21900
302;21743
302;21744
303;21745
303;21746
304;21778
304;21779
305;9767
306;21767
307;21780
307;21781
308;21782
308;21783
308;21783
308;21782
309;21784
309;21785
309;21785
309;21784
310;21786
310;21787
310;21787
310;21786
311;21788
311;21789
311;21789
311;21788
312;21790
313;9761
314;9763
315;21793
316;21767
317;9768
318;21755
319;9762
320;21756
321;21770
322;21757
323;21758
324;21767
325;21768
326;21768
327;21768
328;21768
329;21770
330;21767
331;21769
332;21769
333;21771
334;21771
335;21772
336;21772
337;21773
338;21773
339;21774
340;21774
341;21775
342;21775
343;21776
344;21776
345;21777
346;21777
347;4447
348;1929
349;21834
350;14105
351;6566
351;6568
351;6569
351;6570
351;6571
351;6572
351;6573
351;6574
351;6575
351;6576
351;6577
351;10111
351;6573
351;6572
351;6566
351;6568
352;10401
352;10396
352;10397
352;10398
352;10399
352;10402
352;10401
352;10402
352;10403
352;10404
352;10405
352;10406
352;10399
352;10400
352;10402
352;10403
353;10142
353;10141
353;10149
353;10143
353;10144
353;10145
353;10146
353;10147
353;10148
353;10149
353;10141
353;10140
353;10151
353;10142
353;10150
353;10147
354;10152
354;10157
354;10158
354;10409
354;10155
354;10409
354;10162
354;10160
354;10154
354;10156
354;10408
354;10155
354;10407
354;10409
354;10155
354;10159
355;10410
355;10416
355;10411
355;10412
355;10418
355;10417
355;10412
355;10413
355;10412
355;10414
355;10410
355;10411
355;10411
355;10415
355;10419
355;10412
356;12339
356;12340
356;12341
356;12342
357;10178
358;12343
358;12344
358;12345
358;12346
359;10180
360;12347
361;10183
362;10184
363;10185
364;12348
365;12349
366;10182
367;12350
368;118
368;119
368;120
368;121
368;122
368;123
368;124
368;125
368;126
369;691
370;691
373;12351
373;12352
373;12353
373;12354
374;10190
375;12355
375;12356
375;12357
375;12358
376;10192
